,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumWebPurchases,NumWebVisitsMonth,Month_Customer,Age,Children,Is_Parent,Family_Size,Total_Compaign_Accepted,Offline Purchases,KMean_cluster
1614,2,31353.0,24,10,0,10,3,1,7,1,8,13,38,2,1,4,0,5,3
1615,2,55434.0,21,238,115,215,169,69,76,5,4,15,31,1,1,3,0,19,2
1616,2,28359.0,35,6,0,5,2,1,2,1,7,15,32,1,1,3,0,3,1
1617,2,57100.0,9,158,11,99,15,11,17,3,3,8,28,1,1,2,0,11,1
1618,2,69139.0,23,86,12,75,33,15,6,4,4,12,50,1,1,3,0,7,3
1619,3,52973.0,92,856,0,76,12,9,199,9,8,26,59,1,1,3,0,22,2
1620,4,51717.0,55,98,1,17,0,1,5,3,7,17,50,1,1,3,1,5,3
1621,2,18793.0,14,4,16,20,0,17,20,2,8,24,44,1,1,3,0,7,1
1622,0,66664.0,78,398,96,447,220,96,32,5,3,28,33,0,0,2,0,14,0
1623,2,50664.0,64,313,8,104,6,4,126,8,9,24,56,2,1,3,0,16,2
1624,2,54414.0,49,109,18,16,24,26,18,3,4,24,52,2,1,4,0,10,3
1625,4,54549.0,8,216,2,6,0,0,9,5,7,10,63,1,1,3,0,7,3
1626,4,47111.0,35,595,71,153,120,112,41,3,9,28,44,1,1,2,0,18,2
1627,4,41003.0,11,123,133,142,71,44,88,6,6,22,52,0,0,1,0,11,0
1628,2,19444.0,8,16,0,23,3,2,10,4,7,11,33,1,1,3,0,6,1
1629,0,36301.0,53,11,12,35,3,5,12,3,7,15,39,1,1,3,0,4,1
1630,4,73059.0,36,410,112,420,0,82,71,9,4,17,68,1,1,3,0,17,2
1631,4,42731.0,64,159,2,51,6,2,24,4,5,15,46,1,1,3,0,9,3
1632,4,52854.0,43,105,0,10,0,1,0,2,5,10,56,2,1,4,0,7,3
1633,2,22775.0,40,5,1,8,0,0,1,1,8,19,37,1,1,3,0,3,1
1634,4,46681.0,52,269,15,69,15,19,38,4,5,15,67,2,1,4,0,12,3
1635,4,59821.0,11,629,0,70,0,0,35,11,8,21,60,1,1,3,0,15,2
1636,2,50002.0,21,443,5,71,21,16,82,8,7,19,61,1,1,2,0,11,2
1637,2,69755.0,23,217,77,373,111,23,93,3,1,15,70,0,0,2,0,19,0
1638,2,44078.0,17,24,1,10,2,0,4,2,5,7,46,2,1,4,0,5,3
1639,3,30560.0,6,9,1,5,4,5,7,1,7,19,39,1,1,3,0,4,1
1640,3,35924.0,56,8,0,14,2,3,7,1,5,10,46,2,1,4,0,4,3
1641,4,64140.0,71,1459,0,61,0,15,215,2,5,16,51,2,1,3,3,16,2
1642,2,56386.0,51,230,48,214,13,32,75,9,9,27,34,2,1,4,0,16,2
1643,1,24594.0,94,1,3,6,10,0,9,1,5,13,36,1,1,3,0,4,1
1644,0,75774.0,27,340,21,134,258,14,56,7,4,8,34,1,1,3,0,14,2
1645,3,39228.0,1,7,1,6,0,3,3,0,4,20,55,0,0,1,0,4,1
1646,3,58494.0,56,298,7,68,4,0,19,6,6,13,41,1,1,3,0,10,3
1647,2,58684.0,71,479,35,179,28,7,85,5,2,7,34,0,0,1,1,16,0
1648,2,57136.0,18,267,140,599,34,12,127,7,6,20,48,0,0,1,0,13,0
1649,4,56551.0,48,67,4,32,17,2,16,2,4,8,65,2,1,3,0,8,3
1650,2,22448.0,86,3,1,8,23,2,18,2,3,11,33,1,1,3,0,7,1
1651,2,82014.0,48,980,37,265,35,163,31,3,6,29,54,0,0,1,0,19,0
1652,2,34213.0,2,50,4,28,6,3,26,3,9,28,52,2,1,3,0,6,3
1653,2,157146.0,13,1,0,1725,2,1,1,0,1,21,38,0,0,2,0,28,0
1654,4,25358.0,57,19,0,5,0,0,8,1,6,18,68,1,1,2,0,5,3
1655,3,35544.0,77,30,5,23,4,1,4,2,7,10,37,1,1,2,0,4,1
1656,3,36634.0,0,213,9,76,4,3,30,5,7,20,61,1,1,3,0,10,3
1657,4,62670.0,57,539,30,92,80,46,38,5,3,11,61,1,1,3,0,17,2
1658,0,50334.0,24,284,16,160,84,16,134,7,6,18,43,1,1,3,0,16,2
1659,2,72066.0,55,1003,34,536,134,51,34,4,2,7,34,0,0,1,2,13,0
1660,4,50729.0,62,239,13,143,45,4,52,6,6,20,57,2,1,3,0,18,2
1661,2,34916.0,89,51,23,82,33,0,42,5,9,20,47,2,1,4,0,8,3
1662,2,64892.0,77,527,24,230,32,24,65,6,4,8,39,1,1,2,0,18,2
1663,2,43602.0,45,19,5,12,10,3,19,3,6,12,49,2,1,3,0,6,3
1664,4,33996.0,46,40,2,15,8,0,6,1,4,16,26,0,0,1,0,5,1
1665,0,41473.0,80,21,8,20,15,3,9,2,7,19,30,1,1,2,0,4,1
1666,4,63246.0,60,593,30,91,29,22,7,6,4,17,48,2,1,4,0,16,2
1667,4,36732.0,71,21,5,3,10,1,7,1,2,13,56,2,1,4,0,8,3
1668,4,69084.0,43,1181,107,199,39,30,30,7,8,14,45,1,1,3,0,18,2
1669,4,77766.0,97,1004,59,265,115,59,27,11,6,23,48,1,1,3,1,23,2
1670,4,37929.0,49,202,2,46,3,2,10,4,7,18,30,0,0,1,2,9,1
1671,2,86610.0,66,446,107,768,33,196,53,5,2,16,64,0,0,2,0,13,0
1672,3,80141.0,20,1184,102,673,52,40,40,7,6,24,29,0,0,2,1,15,0
1673,0,72635.0,54,390,22,323,104,35,107,6,3,19,60,0,0,2,1,15,0
1674,2,69016.0,61,726,53,363,123,107,161,8,5,26,45,1,1,3,0,26,2
1675,0,20193.0,18,8,8,22,24,11,9,1,4,26,24,0,0,2,0,6,1
1676,2,27573.0,45,50,15,110,39,15,15,5,8,22,40,1,1,3,0,9,1
1677,1,15862.0,26,1,1,4,11,9,10,1,8,19,36,1,1,2,0,4,1
1678,4,49544.0,0,308,0,73,0,0,23,5,7,23,39,1,1,3,0,11,3
1679,2,33228.0,28,22,2,31,7,4,5,2,7,12,35,1,1,3,0,4,1
1680,2,70440.0,49,690,117,499,76,102,88,5,3,15,37,0,0,2,1,18,0
1681,2,38232.0,84,43,5,28,7,6,33,3,5,12,44,2,1,4,0,8,3
1682,4,22554.0,38,27,0,10,0,0,4,2,5,26,60,2,1,4,0,8,3
1683,4,23536.0,53,6,0,3,0,0,1,0,3,7,32,1,1,3,0,4,3
1684,2,49413.0,88,205,7,41,3,2,46,4,5,15,63,1,1,3,0,9,3
1685,2,42231.0,99,24,0,8,0,1,4,1,5,10,46,2,1,4,0,4,3
1686,3,78789.0,12,667,50,850,21,83,83,4,2,29,35,0,0,1,0,12,0
1687,2,56534.0,35,691,7,61,10,0,46,10,8,18,47,1,1,3,2,15,2
1688,2,58350.0,5,493,26,206,116,80,80,8,6,24,44,1,1,2,0,19,2
1689,2,81217.0,77,493,70,324,146,40,84,3,1,18,26,0,0,1,0,19,0
1690,2,49090.0,45,494,5,82,7,0,100,7,7,18,64,1,1,2,0,14,2
1691,3,61787.0,71,621,73,414,78,48,85,8,5,18,28,0,0,1,0,11,0
1692,4,18169.0,40,9,0,5,0,0,7,1,8,23,30,1,1,3,0,3,1
1693,0,24336.0,82,1,6,2,8,2,12,1,7,29,34,1,1,2,0,3,1
1694,2,18222.0,70,12,4,19,12,6,14,2,8,25,25,0,0,2,0,4,1
1695,2,62335.0,87,243,131,217,85,6,26,3,2,20,63,1,1,2,0,18,2
1696,0,42033.0,95,11,1,4,2,0,7,1,7,28,44,2,1,4,0,3,1
1697,4,86580.0,72,532,21,127,26,20,20,4,1,23,32,0,0,2,1,7,0
1698,4,41437.0,5,29,0,2,0,0,1,1,7,28,58,2,1,3,0,4,3
1699,3,73705.0,86,612,91,520,258,107,107,9,5,10,64,2,1,3,0,16,2
1700,2,61064.0,80,387,126,342,0,45,180,8,6,29,39,1,1,3,0,20,2
1701,3,38452.0,62,56,0,14,0,0,2,3,7,10,60,2,1,4,0,6,3
1702,2,18358.0,49,6,8,19,16,4,4,3,7,14,26,1,1,2,0,7,1
1703,4,55012.0,85,582,0,65,0,0,13,8,5,10,42,1,1,3,0,17,3
1704,1,9722.0,7,6,17,16,6,16,42,3,8,27,42,1,1,3,0,8,1
1705,4,38175.0,6,70,6,69,2,3,3,3,7,16,31,1,1,3,0,8,3
1706,3,58656.0,25,962,12,194,16,24,12,7,6,28,59,1,1,3,1,25,2
1707,2,52117.0,55,112,10,107,30,0,20,5,7,29,50,1,1,3,0,8,3
1708,2,64813.0,81,293,0,124,179,97,52,7,5,12,37,1,1,3,0,13,2
1709,4,54222.0,98,199,12,31,3,12,7,3,3,10,42,1,1,3,0,9,3
1710,2,83512.0,31,1060,61,835,80,20,101,4,1,7,29,0,0,2,4,18,0
1711,3,77520.0,30,940,44,396,0,88,58,8,4,17,56,1,1,3,3,15,2
1712,2,41154.0,98,44,2,11,2,3,7,1,5,21,37,1,1,3,0,5,1
1713,2,80398.0,92,342,51,936,207,35,26,5,3,26,49,0,0,2,1,21,0
1714,1,18746.0,41,2,10,11,12,9,20,3,6,8,23,1,1,2,0,5,1
1715,2,35196.0,68,75,12,141,43,39,187,6,8,26,31,1,1,3,0,12,2
1716,2,60230.0,78,520,20,367,39,81,40,6,5,20,59,1,1,2,0,11,2
1717,2,22108.0,46,5,3,9,6,2,6,2,7,8,38,2,1,4,0,5,3
1718,2,44392.0,71,87,5,71,7,12,29,4,7,16,41,2,1,4,0,10,3
1719,4,55424.0,6,462,61,184,10,53,107,7,6,26,39,1,1,3,1,18,2
1720,2,17688.0,82,2,2,1,3,1,2,1,8,24,36,1,1,3,0,3,1
1721,4,92491.0,71,979,44,935,29,25,22,7,3,20,32,0,0,2,3,18,0
1722,2,90273.0,32,704,129,853,120,74,111,5,2,13,24,0,0,1,3,14,0
1723,4,82571.0,28,861,31,558,62,95,79,6,2,9,53,0,0,1,1,18,0
1724,4,38513.0,20,172,3,115,16,0,18,6,8,12,33,1,1,2,0,11,3
1725,3,16653.0,10,5,7,31,15,4,7,2,6,9,36,1,1,2,0,7,1
1726,2,42586.0,7,194,2,56,0,0,0,4,8,27,60,2,1,4,0,12,3
1727,1,23529.0,67,9,7,13,3,2,20,1,6,24,50,1,1,2,0,4,1
1728,3,74881.0,48,505,72,270,36,27,54,9,5,22,54,2,1,4,0,18,2
1729,2,71107.0,61,533,10,217,198,174,195,7,4,23,64,1,1,3,0,21,2
1730,4,46910.0,36,48,0,14,0,0,6,2,6,10,51,2,1,4,0,5,3
1731,2,18690.0,77,6,1,7,23,4,19,1,8,25,56,0,0,2,0,4,1
1732,2,37244.0,90,18,2,10,0,0,25,1,7,21,60,2,1,3,1,4,3
1733,2,82427.0,35,482,147,509,104,107,107,3,1,10,49,0,0,2,1,18,0
1734,0,75342.0,38,204,97,97,21,118,26,5,4,20,57,1,1,2,0,13,2
1735,2,70044.0,46,1073,0,250,153,14,14,7,5,23,61,1,1,2,0,19,2
1736,2,79146.0,33,245,16,223,21,43,16,8,6,9,48,2,1,3,0,11,2
1737,2,77437.0,70,560,21,442,29,44,29,4,1,14,52,0,0,2,1,19,0
1738,2,54984.0,51,173,13,131,32,3,6,6,7,8,56,1,1,3,1,11,3
1739,4,42403.0,18,22,1,11,0,5,3,1,8,13,44,1,1,3,0,4,3
1740,2,55761.0,97,136,1,12,0,3,32,4,6,9,51,1,1,3,1,6,3
1741,2,37292.0,32,275,0,86,10,23,66,6,8,21,32,1,1,3,0,13,1
1742,4,45576.0,9,56,19,29,2,14,25,3,8,8,70,0,0,1,0,5,1
1743,2,70321.0,6,303,23,751,82,26,191,6,4,24,68,0,0,2,0,19,0
1744,4,58086.0,80,708,7,62,0,0,15,11,8,24,46,1,1,2,0,12,2
1745,2,81795.0,74,324,132,693,27,118,88,4,2,27,63,0,0,2,0,19,0
1746,1,28389.0,49,1,5,3,7,4,8,1,7,26,68,0,0,2,0,3,1
1747,3,66835.0,21,620,26,195,34,17,141,6,2,16,69,0,0,2,0,18,0
1748,2,69901.0,95,312,21,206,102,92,149,7,5,20,46,1,1,2,0,16,2
1749,4,80360.0,56,1493,86,454,112,43,43,4,2,22,66,0,0,2,3,11,0
1750,4,63342.0,48,918,21,118,13,10,21,8,6,27,54,1,1,3,1,11,2
1751,2,44989.0,26,98,0,106,49,10,106,5,6,28,41,1,1,3,0,11,2
1752,0,31859.0,3,3,4,7,15,8,11,1,7,11,35,1,1,2,0,4,1
1753,4,51569.0,39,380,0,47,6,0,34,7,8,23,66,1,1,2,1,12,2
1754,2,30372.0,33,15,0,12,7,3,7,2,7,25,44,2,1,3,0,6,1
1755,1,16014.0,42,3,9,4,7,8,7,1,3,22,36,2,1,3,0,9,1
1756,2,41120.0,80,24,2,23,0,8,24,2,6,14,47,2,1,4,0,7,3
1757,3,39763.0,9,80,1,60,4,6,16,5,9,17,44,1,1,2,0,5,1
1758,4,38725.0,52,31,0,6,2,1,5,1,4,8,60,2,1,4,0,6,3
1759,2,77981.0,78,138,120,204,16,126,60,7,5,20,43,1,1,3,0,14,2
1760,0,62905.0,68,166,75,96,119,107,59,7,4,16,51,1,1,3,0,13,2
1761,0,13533.0,45,12,3,8,8,0,17,2,7,22,36,1,1,2,0,5,1
1762,2,59481.0,47,178,3,85,71,66,58,3,2,15,40,1,1,3,0,13,2
1763,2,72117.0,34,707,20,171,65,60,50,9,5,17,38,1,1,3,0,17,2
1764,0,21955.0,81,5,1,7,17,14,11,2,6,16,29,1,1,3,0,6,1
1765,2,67131.0,72,465,71,250,93,35,62,9,6,22,59,1,1,3,0,17,2
1766,4,36802.0,23,16,1,2,0,0,1,1,5,7,35,1,1,2,0,4,3
1767,2,71853.0,29,358,108,413,141,97,32,2,1,20,33,0,0,2,0,15,0
1768,1,28249.0,80,1,9,7,2,14,10,2,6,7,54,0,0,2,0,4,1
1769,3,47808.0,30,123,1,26,2,0,72,3,7,15,40,1,1,3,1,7,3
1770,4,25509.0,15,40,3,30,10,7,11,3,9,28,41,1,1,2,0,6,1
1771,4,51012.0,86,102,9,63,2,9,24,4,6,21,69,0,0,2,0,6,3
1772,2,70596.0,68,347,44,534,17,0,26,3,2,27,30,0,0,1,0,18,0
1773,4,85431.0,54,376,53,462,168,53,53,2,0,19,63,0,0,2,0,15,0
1774,2,42664.0,44,21,0,3,0,0,0,1,6,10,48,1,1,3,0,4,3
1775,2,42586.0,7,194,2,56,0,0,0,4,8,27,60,2,1,4,0,12,3
1776,2,29760.0,87,64,4,68,7,5,17,3,8,29,30,1,1,2,0,9,1
1777,4,28973.0,59,206,0,46,3,2,12,5,8,27,38,0,0,2,0,8,1
1778,4,39435.0,16,71,0,18,0,0,13,3,7,17,42,1,1,3,0,4,3
1779,0,65370.0,1,71,22,112,138,89,29,2,1,17,31,0,0,2,0,17,0
1780,1,20194.0,64,0,4,7,11,10,15,2,6,25,36,1,1,2,0,5,1
1781,4,42473.0,72,93,1,21,0,4,25,2,5,11,39,2,1,3,0,8,3
1782,2,64590.0,98,920,138,168,36,46,30,9,6,27,47,0,0,2,0,15,0
1783,2,71232.0,91,653,17,170,34,26,17,11,7,14,56,1,1,3,0,14,2
1784,2,34600.0,8,199,33,60,8,3,15,5,8,24,44,2,1,4,0,12,3
1785,2,46904.0,20,153,4,56,0,9,31,5,8,26,48,2,1,3,0,9,3
1786,2,49094.0,6,376,0,38,11,8,69,6,6,28,42,1,1,3,0,14,2
1787,2,36075.0,54,46,0,30,12,1,30,2,6,13,32,1,1,3,0,5,1
1788,0,60839.0,72,600,21,128,223,150,128,2,8,29,36,2,1,4,0,27,2
1789,2,77298.0,46,425,115,292,23,35,79,6,3,14,36,1,1,3,0,18,2
1790,2,34026.0,11,18,6,15,12,8,17,2,5,17,65,2,1,4,0,7,3
1791,4,48918.0,21,52,0,9,0,0,1,1,4,9,52,2,1,3,0,6,3
1792,0,82122.0,89,734,22,350,151,25,100,3,1,17,53,0,0,2,1,23,0
1793,2,37697.0,82,34,6,21,11,4,8,2,6,11,39,1,1,2,0,5,1
1794,2,34074.0,69,135,1,41,10,1,67,3,6,18,63,2,1,4,1,11,3
1795,3,28520.0,55,11,0,10,0,2,20,1,6,19,55,2,1,4,0,4,3
1796,2,62535.0,13,163,48,90,0,45,52,3,3,15,60,1,1,2,0,11,2
1797,3,36273.0,80,29,3,30,3,2,9,3,6,9,38,1,1,2,0,5,1
1798,2,63404.0,97,734,26,70,11,44,17,6,4,7,51,2,1,4,1,9,2
1799,0,75774.0,27,340,21,134,258,14,56,7,4,8,34,1,1,3,0,14,2
1800,2,78416.0,99,453,38,279,188,38,183,7,3,7,39,1,1,3,0,19,2
1801,2,75702.0,87,1073,0,629,145,37,37,10,6,27,41,1,1,3,1,19,2
1802,3,59385.0,85,135,0,10,0,4,36,3,5,21,64,2,1,4,0,7,3
1803,2,37070.0,30,231,7,137,4,15,39,5,7,22,49,2,1,3,0,18,3
1804,2,44689.0,82,18,0,5,0,0,11,1,7,12,64,2,1,4,1,5,3
1805,2,53977.0,21,620,16,165,0,24,82,5,5,19,57,1,1,3,0,22,2
1806,4,7144.0,92,81,4,33,5,2,291,23,0,13,49,2,1,3,0,2,2
1807,2,18701.0,95,12,4,2,10,6,10,2,5,19,51,2,1,3,0,8,3
1808,2,90369.0,2,292,51,981,224,23,17,4,1,9,59,0,0,2,0,13,0
1809,4,63159.0,74,965,34,586,89,86,37,3,3,26,41,0,0,1,1,14,0
1810,2,37758.0,49,27,2,10,0,0,1,1,8,27,49,2,1,4,0,5,3
1811,4,46757.0,71,777,30,163,0,51,122,4,9,26,52,1,1,2,0,17,2
1812,3,79734.0,72,572,8,232,23,62,17,4,1,7,46,0,0,2,1,10,0
1813,2,63207.0,68,438,169,565,91,169,70,2,7,24,23,0,0,2,1,10,0
1814,2,72071.0,4,531,69,300,150,138,150,5,2,23,61,1,1,2,0,15,0
1815,4,21840.0,80,17,0,9,0,0,1,1,9,18,32,1,1,3,0,4,1
1816,0,58582.0,15,402,35,106,101,77,42,9,5,16,33,1,1,3,1,13,2
1817,2,72282.0,70,503,27,419,90,139,153,5,7,18,64,0,0,1,0,17,0
1818,2,50387.0,91,369,9,87,12,14,34,6,5,17,59,2,1,4,0,13,3
1819,4,32583.0,10,5,0,3,0,0,1,1,7,7,54,2,1,4,0,3,3
1820,2,62568.0,99,362,17,398,80,35,61,5,4,9,53,1,1,3,1,11,2
1821,3,44635.0,25,56,0,9,0,0,3,2,7,15,44,2,1,3,0,5,3
1822,3,33316.0,34,79,1,31,4,4,12,2,6,15,44,2,1,3,0,8,3
1823,2,63967.0,57,387,84,141,73,35,162,4,2,17,47,1,1,3,0,19,2
1824,0,52513.0,84,367,17,241,104,188,232,9,7,28,37,0,0,2,0,16,0
1825,2,25293.0,51,15,0,11,0,2,9,1,8,16,46,1,1,3,0,4,1
1826,4,54111.0,97,267,6,54,8,3,50,5,5,17,50,1,1,2,0,10,3
1827,2,78394.0,13,298,27,697,216,24,166,4,2,23,29,0,0,2,0,12,0
1828,3,80739.0,92,674,92,736,39,0,92,3,1,20,57,0,0,2,0,21,0
1829,3,22669.0,30,16,14,36,37,22,48,4,9,20,40,1,1,3,0,6,1
1830,2,29236.0,30,37,4,24,16,9,9,4,9,15,28,1,1,2,0,5,1
1831,2,44911.0,11,159,0,22,2,1,31,4,7,22,56,1,1,3,0,8,3
1832,4,54693.0,72,686,17,142,23,26,35,6,6,23,53,1,1,3,0,25,2
1833,2,48186.0,39,97,3,66,12,7,34,4,7,10,41,1,1,3,0,8,3
1834,2,54809.0,0,63,6,57,13,13,22,2,4,16,38,2,1,4,0,10,3
1835,2,41580.0,15,56,5,24,4,0,3,2,5,25,37,2,1,4,0,7,3
1836,4,80336.0,12,209,19,456,160,142,66,2,1,16,45,0,0,2,0,23,0
1837,2,47743.0,56,198,2,43,0,12,20,4,6,22,58,1,1,3,1,10,3
1838,0,62972.0,39,313,15,47,20,0,192,7,6,29,60,1,1,3,0,9,2
1839,4,57333.0,55,941,14,397,76,58,176,8,6,28,61,1,1,2,0,25,2
1840,4,32313.0,60,86,4,56,2,4,7,4,9,23,33,1,1,3,0,7,3
1841,3,84953.0,73,167,48,602,63,72,72,3,2,19,62,0,0,1,3,15,0
1842,3,27071.0,90,8,3,19,0,2,3,2,6,9,47,1,1,2,0,5,3
1843,3,68148.0,86,389,66,408,37,57,85,4,2,17,58,0,0,2,0,11,0
1844,3,65735.0,37,239,7,119,4,15,11,6,7,13,50,2,1,4,0,13,3
1845,4,86836.0,7,179,21,273,0,21,63,6,5,28,40,0,0,2,3,17,0
1846,4,4023.0,29,5,0,1,1,1,1,0,19,7,52,2,1,4,0,15,3
1847,2,30093.0,19,2,6,28,13,4,16,2,7,18,25,0,0,2,0,4,1
1848,4,57705.0,14,383,0,53,6,4,40,8,6,12,49,1,1,3,0,10,3
1849,2,25008.0,72,2,8,8,6,1,9,1,8,11,27,1,1,2,0,5,1
1850,0,83257.0,56,536,27,590,38,107,67,5,6,28,20,0,0,1,2,23,0
1851,2,22280.0,85,2,1,4,3,1,2,1,8,20,40,1,1,3,0,3,1
1852,4,72159.0,62,322,53,899,34,40,53,4,2,27,37,0,0,2,0,17,0
1853,2,64260.0,1,539,169,816,20,0,30,4,3,24,54,0,0,2,0,10,0
1854,4,82733.0,28,712,50,420,65,38,38,8,4,16,31,0,0,1,0,12,0
1855,3,74290.0,70,1121,0,72,0,12,12,10,6,17,44,1,1,2,2,22,2
1856,3,58217.0,84,68,1,13,3,5,13,2,6,26,64,3,1,4,0,5,3
1857,3,21024.0,89,36,4,18,6,2,18,2,7,18,39,0,0,2,0,5,1
1858,4,70116.0,73,707,44,603,95,58,29,2,1,24,43,0,0,2,0,21,0
1859,2,54006.0,42,174,77,203,6,24,97,8,7,28,30,1,1,3,0,10,2
1860,4,69063.0,16,666,35,124,69,8,26,5,3,26,49,1,1,3,0,9,2
1861,0,11448.0,16,0,0,0,6,2,6,1,6,13,40,0,0,1,0,3,1
1862,2,61825.0,56,162,50,100,55,30,27,4,4,17,36,1,1,2,0,11,1
1863,2,70886.0,65,407,70,239,103,88,53,5,2,15,44,1,1,3,0,9,2
1864,2,69109.0,10,823,25,459,124,29,95,6,4,26,33,0,0,2,1,14,0
1865,2,60208.0,13,488,23,71,15,0,59,8,7,27,42,2,1,3,1,21,2
1866,3,32889.0,78,28,0,13,4,2,8,2,5,16,47,2,1,4,0,7,3
1867,2,34738.0,51,3,2,10,3,0,2,1,6,8,31,1,1,2,0,4,1
1868,3,30538.0,27,284,0,52,8,3,20,9,10,27,44,1,1,3,0,8,3
1869,0,82326.0,30,938,142,754,159,81,183,5,2,10,38,0,0,2,3,17,0
1870,4,26642.0,71,13,2,15,2,2,8,2,6,10,48,1,1,2,0,5,3
1871,2,69932.0,97,412,172,153,150,105,57,7,4,19,51,1,1,2,0,19,0
1872,2,44503.0,83,31,1,8,0,0,8,2,6,9,43,2,1,3,0,5,3
1873,4,60200.0,3,502,19,132,0,6,26,6,6,24,67,1,1,2,0,19,2
1874,2,49638.0,71,18,10,3,3,5,0,1,2,9,63,1,1,2,0,4,3
1875,0,23830.0,3,1,8,6,4,8,16,1,7,11,28,0,0,1,0,4,1
1876,3,33051.0,15,100,71,243,108,94,219,9,9,29,56,0,0,1,0,12,0
1877,2,72905.0,52,407,114,445,181,165,203,3,1,12,57,0,0,2,1,17,0
1878,4,69702.0,8,664,9,240,50,19,57,7,4,23,64,1,1,3,0,19,2
1879,2,70300.0,89,1045,61,338,60,46,46,5,8,18,40,1,1,2,0,21,2
1880,4,70643.0,66,1218,107,304,23,143,33,5,6,27,31,0,0,2,0,13,0
1881,4,30396.0,22,15,0,6,0,1,12,1,7,9,46,1,1,3,1,5,3
1882,4,50616.0,56,128,0,16,0,1,4,4,7,9,47,1,1,2,0,6,3
1883,3,62772.0,74,581,49,157,43,8,108,5,2,20,46,1,1,2,1,18,2
1884,4,30298.0,48,6,3,12,6,1,0,1,3,8,30,0,0,1,0,5,1
1885,2,52413.0,67,185,8,133,56,56,12,7,7,26,31,1,1,2,0,10,2
1886,4,44155.0,24,22,1,9,0,0,14,1,4,12,58,2,1,4,0,4,3
1887,4,86979.0,67,584,100,835,65,83,35,5,2,14,44,0,0,1,1,11,0
1888,2,76532.0,38,355,30,177,90,138,30,9,5,16,40,2,1,4,0,16,2
1889,2,42081.0,86,175,10,110,54,6,27,6,6,23,33,1,1,3,1,9,1
1890,4,67546.0,90,864,134,768,150,38,172,4,3,29,27,0,0,2,0,16,0
1891,3,88420.0,87,957,153,612,99,95,153,4,1,8,26,0,0,2,3,16,0
1892,2,31158.0,62,25,6,16,20,0,5,2,8,24,30,1,1,3,0,5,1
1893,2,61671.0,23,641,7,56,0,0,28,10,8,7,47,1,1,2,2,18,2
1894,2,69719.0,99,273,86,208,177,14,43,2,1,8,41,0,0,1,0,9,0
1895,2,49160.0,29,122,21,43,25,10,15,3,6,15,66,1,1,2,0,9,3
1896,1,24882.0,52,1,4,10,29,0,36,1,6,28,37,1,1,3,1,4,1
1897,4,90933.0,90,1020,31,430,62,63,79,4,1,10,61,0,0,1,1,11,0
1898,4,113734.0,9,6,2,3,1,262,3,27,1,8,70,0,0,1,0,0,0
1899,4,59292.0,71,378,14,68,19,14,14,3,3,19,65,1,1,3,0,15,3
1900,4,45759.0,13,42,1,18,3,0,4,2,7,23,51,2,1,4,0,5,3
1901,2,22148.0,16,15,5,14,0,4,11,1,7,9,32,0,0,1,0,4,1
1902,3,73395.0,94,272,7,80,20,7,11,4,2,10,28,0,0,2,0,11,0
1903,2,29819.0,77,9,1,24,2,1,2,3,6,15,44,1,1,2,0,6,1
1904,2,45688.0,20,279,0,18,0,0,9,3,4,12,47,1,1,3,1,11,3
1905,2,62820.0,51,398,61,265,138,61,53,3,1,20,61,0,0,2,0,11,0
1906,4,60491.0,81,637,47,237,12,19,76,6,5,16,44,1,1,3,0,22,2
1907,2,33235.0,71,45,0,16,2,1,6,3,7,11,29,1,1,3,0,4,1
1908,2,35701.0,36,21,1,9,7,3,5,1,6,22,56,0,0,2,0,4,1
1909,3,31535.0,95,15,4,13,0,0,19,1,7,16,35,1,1,3,1,4,1
1910,0,92556.0,32,493,183,352,184,23,28,3,0,9,55,0,0,2,0,18,0
1911,2,67384.0,32,957,40,175,158,53,107,7,5,26,45,1,1,2,1,15,2
1912,3,80573.0,85,829,138,430,60,92,15,4,2,27,44,0,0,2,0,20,0
1913,2,77870.0,93,1017,50,500,65,50,133,5,8,29,48,1,1,3,2,13,2
1914,4,52278.0,24,953,0,71,0,0,174,10,8,24,52,1,1,2,0,21,2
1915,2,57107.0,44,159,0,120,0,0,137,4,8,29,47,1,1,2,2,19,2
1916,2,18929.0,15,32,0,8,23,4,18,1,6,23,25,0,0,2,0,5,1
1917,4,36038.0,82,23,0,15,0,2,7,3,6,20,34,1,1,2,0,5,1
1918,2,20180.0,27,18,42,24,15,20,18,2,7,23,39,0,0,1,0,6,1
1919,4,34230.0,72,15,0,4,0,0,2,1,7,25,50,2,1,4,0,3,3
1920,0,31878.0,7,23,4,5,10,5,23,1,3,7,38,1,1,2,0,5,1
1921,0,70932.0,57,200,193,100,46,185,185,6,3,12,43,1,1,3,0,16,0
1922,2,91249.0,84,1324,27,119,71,108,27,7,4,27,59,0,0,1,4,15,0
1923,3,77598.0,53,1193,33,281,129,66,33,7,3,15,72,0,0,1,1,19,0
1924,2,80982.0,48,505,137,401,104,22,22,11,5,24,56,2,1,3,0,19,2
1925,3,22701.0,2,2,4,9,0,4,5,1,5,16,38,1,1,3,0,4,1
1926,4,55212.0,65,1103,0,45,0,0,34,4,8,26,46,1,1,3,2,16,2
1927,2,70617.0,45,353,61,753,40,46,27,3,2,19,45,0,0,2,0,11,0
1928,2,64849.0,42,652,48,350,94,84,108,9,5,26,58,0,0,1,0,10,0
